id,StartDate,EndDate,studytime,bottest_filter,hand_w,discomfort1_1,discomfort1_2,discomfort1_3,discomfort1_4,discomfort1_5,discomfort1_6,discomfort1_7,discomfort1_8,dginstrux,comp2,fairQ_1,fairQ_rt_First Click,fairQ_rt_Last Click,fairQ_rt_Page Submit,fairQ_rt_Click Count,assignrt_First Click,assignrt_Last Click,assignrt_Page Submit,assignrt_Click Count,r1rt_First Click,r1rt_Last Click,r1rt_Page Submit,r1rt_Click Count,dg1_1,dg1_rt_First Click,dg1_rt_Last Click,dg1_rt_Page Submit,dg1_rt_Click Count,r2rt_First Click,r2rt_Last Click,r2rt_Page Submit,r2rt_Click Count,dg2_1,dg2_rt_First Click,dg2_rt_Last Click,dg2_rt_Page Submit,dg2_rt_Click Count,r3rt_First Click,r3rt_Last Click,r3rt_Page Submit,r3rt_Click Count,dg3_1,dg3_rt_First Click,dg3_rt_Last Click,dg3_rt_Page Submit,dg3_rt_Click Count,r4rt_First Click,r4rt_Last Click,r4rt_Page Submit,r4rt_Click Count,dg4_1,dg4_rt_First Click,dg4_rt_Last Click,dg4_rt_Page Submit,dg4_rt_Click Count,r5rt_First Click,r5rt_Last Click,r5rt_Page Submit,r5rt_Click Count,dg5_1,dg5_rt_First Click,dg5_rt_Last Click,dg5_rt_Page Submit,dg5_rt_Click Count,num1,num2,num3,num4,num5,num6,num7,num8a,num8b,num9,num10,num11,num12,num13,num14,compcheck,memQ_4,memQrt_First Click,memQrt_Last Click,memQrt_Page Submit,memQrt_Click Count,conf,discomfort3_1,discomfort3_2,discomfort3_3,discomfort3_4,discomfort3_5,discomfort3_6,discomfort3_7,discomfort3_8,responsible,gender,age,deception1,deception2,feedbackexcl,Numeracy
202,6/23/19 5:24,6/23/19 5:37,0:13,1,"If you can't be there in person, send a letter.",2,2,2,7,7,5,4,4,I have carefully read and understand the instructions above.,FALSE,50,4.541,4.541,11.001,1,0,0,2.139,0,0,0,3.009,0,50,2.706,2.706,4.397,1,0,0,3.116,0,50,4.278,4.278,5.766,1,0,0,3.017,0,50,2.309,2.309,4.487,1,0,0,3.016,0,50,1.922,1.922,5.212,1,0,0,3.158,0,50,2.129,2.129,3.993,1,500,10,0.001,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,9,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,1.2,8.949,9.8,3,7,3,2,3,7,5,6,3,4,7,Male,61,1,1,1,13
203,6/23/19 5:24,6/23/19 5:39,0:15,0," Mail mail.
",2,1,1,6,6,6,4,6,I have carefully read and understand the instructions above.,FALSE,30,8.59,18.856,20.164,14,0,0,2.009,0,0,0,3.112,0,30,3.919,8.522,9.791,4,0,0,3.109,0,30,6.209,12.901,13.93,5,0,0,3.013,0,30,2.875,5.001,5.918,3,0,0,3.109,0,40,1.836,8.771,8.819,6,0,0,3.009,0,30,2.025,6.638,7.756,6,500,100,1,1 in 10,10%,20,2,10,100,20,1,1 in 12 chance,1,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,42,4.813,7.091,8.519,3,6,1,1,2,6,6,5,3,6,7,Female,56,1,1,1,9
204,6/23/19 5:25,6/23/19 5:49,0:24,1,"If you can't be there in person, send a letter.",1,1,1,1,1,1,1,1,I have carefully read and understand the instructions above.,FALSE,0,7.14,7.14,7.885,1,0,0,2.109,0,0,0,3.107,0,0,1.979,1.979,3,1,0,0,3.008,0,0,1.147,1.147,2.081,1,0,0,3.008,0,0,1.189,2.011,2.364,2,0,0,3.006,0,0,1.117,1.117,2.085,1,0,0,3.106,0,0,1.426,1.426,3.736,1,550,100,10,1 in 10,10%,2,2 in 50 years,10,100,20,50,1 in 12 chance,82%,7,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall keeping,0,1.531,2.996,5.993,2,7,1,1,1,1,1,1,1,1,4,Female,31,1,1,1,7
205,6/23/19 5:57,6/23/19 6:08,0:11,1,If you can't be there in person send a letter.,1,1,1,7,7,7,4,4,I have carefully read and understand the instructions above.,FALSE,50,8.623,8.623,9.51,1,0,0,2.019,0,0,0,3.123,0,50,3.236,3.236,3.968,1,0,0,3.122,0,50,1.569,1.569,2.318,1,0,0,3.12,0,50,1.538,1.538,2.415,1,0,0,3.024,0,50,1.499,1.499,2.427,1,0,0,3.13,0,50,1.713,1.713,2.664,1,500,10,0.01,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,3.091,4.641,8.213,2,7,1,,1,7,7,7,4,4,7,Male,55,1,1,1,12
206,6/23/19 6:00,6/23/19 6:11,0:11,1,"If you can't be there in person, send a letter. ",3,1,4,1,6,1,1,1,I have carefully read and understand the instructions above.,FALSE,20,10.54,10.54,11.546,1,0,0,2.009,0,0,0,3.008,0,40,8.893,8.893,10.163,1,0,0,3.009,0,40,2.24,2.837,3.251,2,0,0,3.006,0,30,0.706,1.508,2.285,3,0,0,3.008,0,20,0.965,0.965,1.965,1,0,0,3.007,0,50,0.733,0.733,1.471,1,500,1,0.01,1 in 10,10%,2,2,10,1,20,1,1 in 12 chance,1,128,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,30,2.401,2.401,3.036,1,5,1,1,7,5,6,1,1,1,7,Male,25,1,0,1,9
207,6/23/19 5:59,6/23/19 6:12,0:13,1,"If you can't be there in person, send a letter.",1,1,1,1,5,1,1,1,I have carefully read and understand the instructions above.,TRUE,0,6.039,7.651,8.864,2,0,0,2.007,0,0,0,3.007,0,0,4.785,4.785,7.64,1,0,0,3.006,0,10,1.39,6.302,6.922,2,0,0,3.007,0,10,0.63,0.63,1.329,1,0,0,3.008,0,10,0.734,0.734,1.928,1,0,0,3.008,0,10,0.6,1.652,1.953,2,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,128%,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,8,14.604,17.727,19.652,2,7,1,1,1,1,3,7,1,5,7,Male,26,1,0,0,12
208,6/23/19 6:04,6/23/19 6:12,0:08,0,"If you can't be there in person, send a letter.
",1,1,1,6,7,5,4,6,I have carefully read and understand the instructions above.,FALSE,10,10.658,10.658,12.538,1,0,0,2.006,0,0,0,3.008,0,50,12.455,12.455,13.482,1,0,0,3.008,0,50,3.006,3.006,4.46,1,0,0,3.106,0,50,1.351,1.351,2.012,1,0,0,4.787,0,50,2.887,2.887,4.009,1,0,0,3.106,0,50,1.695,1.695,2.456,1,55,10,1%,1 in 10,10%,2,2,10,100,20,0.05,1 in 12 chance,9,32,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,50,1.889,1.889,3.1,1,7,1,1,1,6,7,5,4,6,7,Male,35,1,1,1,9
209,6/23/19 6:02,6/23/19 6:14,0:12,1,"If you can't be there in person, send a letter.",1,1,2,7,6,6,4,5,I have carefully read and understand the instructions above.,TRUE,30,13.329,13.329,14.12,1,0,0,2.107,0,0,0,3.106,0,30,12.493,12.493,13.141,1,0,0,3.107,0,30,4.698,4.698,5.483,1,0,0,3.107,0,30,6.551,6.551,7.267,1,0,0,3.005,0,30,3.13,3.13,3.727,1,0,0,3.107,0,30,1.101,2.463,3.054,2,500,10,0.1,1 in 10,10%,2%,2%,10,100,20%,5,1 in 12 chance,50%,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,30,1.499,11.784,13.085,3,7,1,1,1,7,7,6,5,7,7,Male,31,1,0,1,12
210,6/23/19 5:57,6/23/19 6:22,0:25,1,"If you can't be there in person, send a later",1,1,1,7,7,7,7,7,I have carefully read and understand the instructions above.,FALSE,10,37.501,37.501,39.348,1,0,0,2.022,0,0,0,3.007,0,20,6.13,7.5,11.9,4,0,0,3.113,0,20,4.239,7.613,9.728,5,0,0,3.007,0,10,1.401,2.183,3.512,2,0,0,3.107,0,10,3.346,4.15,5.363,3,0,0,3.112,0,10,3.384,3.384,4.571,1,500,1,1,1 in 100,5%,2,2,10,100,20,5,1 in 12 chance,80,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,10,24.516,28.462,29.481,5,7,1,1,1,7,7,7,7,7,7,Male,40,1,1,1,10
211,6/23/19 6:13,6/23/19 6:25,0:12,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,5,5,I have carefully read and understand the instructions above.,TRUE,40,10.935,10.935,12.108,1,0,0,2.107,0,0,0,3.106,0,40,4.248,4.248,5.044,1,0,0,3.107,0,40,5.805,5.805,6.499,1,0,0,3.012,0,40,4.721,4.721,5.454,1,0,0,3.11,0,40,3.736,3.736,4.409,1,0,0,3.006,0,40,2.924,2.924,3.681,1,600,10,0.1,1 in 10,10%,2,2,10,100,20,0.05,1 in 12 chance,18,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,40,4.759,4.759,5.842,1,7,2,3,1,7,7,7,6,7,7,Female,41,1,1,1,12
212,6/23/19 6:26,6/23/19 6:40,0:14,1,"If you can't be there in person, send a letter.",1,1,1,6,6,5,3,3,I have carefully read and understand the instructions above.,FALSE,30,11.306,11.306,12.774,1,0,0,2.009,0,0,0,3.107,0,50,4.394,4.394,5.752,1,0,0,3.006,0,50,3.252,3.252,4.714,1,0,0,3.007,0,50,2.148,2.82,6.285,2,0,0,3.007,0,50,1.541,1.541,3.212,1,0,0,3.009,0,50,1.984,1.984,3.95,1,500,10,0.1,1 in 10,10%,2,2 in 100,10,100,20,5,1 in 12 chance,18,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,2.241,8.835,11.019,3,7,1,1,1,7,7,7,7,5,7,Male,37,1,1,1,14
213,6/23/19 6:42,6/23/19 6:50,0:08,1,mail mail.,1,1,1,6,5,2,1,7,I have carefully read and understand the instructions above.,TRUE,40,3.038,6.102,7.643,2,0,0,3.031,0,0,0,3.862,0,10,3.927,7.251,8.313,6,0,0,3.006,0,20,3.778,3.778,4.639,1,0,0,4.675,0,10,1.873,1.873,2.791,1,0,0,4.725,0,30,2.27,2.27,3.178,1,0,0,3.007,0,20,0.989,0.989,1.978,1,500,10,0.01,1 in 10,10%,2,10,10,100,20,100,1 in 12 chance,10,16,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,18,4.782,5.676,6.8,2,4,7,6,4,3,5,3,3,4,4,Female,24,1,1,-1,9
214,6/23/19 6:42,6/23/19 6:51,0:09,1,"If you can't be there in person, send a letter. ",3,3,4,5,5,5,5,3,I have carefully read and understand the instructions above.,FALSE,50,5.217,5.217,6.742,1,0,0,2.012,0,0,0,3.007,0,50,2.836,2.836,3.855,1,0,0,3.009,0,50,1.967,2.645,4.607,2,0,0,3.007,0,50,3.43,5.777,7.84,3,0,0,3.008,0,50,1.144,2.562,5.034,2,0,0,3.005,0,70,1.996,3.336,4.474,2,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,90,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall keeping,56,1.291,15.289,15.975,5,6,4,5,4,4,4,5,4,4,7,Female,19,1,1,1,15
215,6/23/19 6:42,6/23/19 6:52,0:10,1,"If you can't be there in person, send a letter. ",3,3,3,7,6,5,5,3,I have carefully read and understand the instructions above.,FALSE,30,14.697,17.817,20.614,2,0,0,2.007,0,0,0,3.108,0,30,4.418,4.418,9.126,1,0,0,3.106,0,30,2.654,2.654,4.347,1,0,0,3.006,0,30,1.513,1.513,3.085,1,0,0,3.006,0,0,2.49,6.066,7.438,3,0,0,3.007,0,0,1.742,1.742,3.385,1,500,10,0.1,1 in 10,10%,2% in ten years,1 in 50,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,18,2.201,2.201,6.582,1,7,2,2,2,7,7,7,5,7,2,Male,35,1,1,0,14
216,6/23/19 6:42,6/23/19 6:53,0:11,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,4,6,I have carefully read and understand the instructions above.,FALSE,30,6.363,6.363,9.558,1,0,0,2.006,0,0,0,3.006,0,50,5.079,5.079,5.821,1,0,0,3.008,0,50,1.827,1.827,2.52,1,0,0,3.107,0,50,0.938,0.938,1.497,1,0,0,3.106,0,50,1.138,1.138,1.632,1,0,0,3.111,0,50,0.876,0.876,1.423,1,500,10,0.1,1 in 10,10%,2,2 in 100,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,1.576,3.037,6.067,2,7,1,1,1,7,7,7,4,6,7,Female,47,1,1,1,14
217,6/23/19 6:42,6/23/19 6:53,0:11,1,"regular old put-a-stamp-on-it
mail mail.
If you can't be there in person,
send a letter.
And if you have trouble finding
the time, let us help you!",2,2,2,5,5,6,6,5,I have carefully read and understand the instructions above.,TRUE,40,4.803,7.807,8.886,2,0,0,2.111,0,0,0,3.009,0,10,3.7,8.546,11.301,2,0,0,3.023,0,20,7.301,7.301,8.416,1,0,0,3.118,0,50,4.325,4.325,5.387,1,0,0,3.113,0,30,3.24,3.24,4.425,1,0,0,3.031,0,40,2.768,2.768,3.825,1,500,100,0.1,1 in 1000,1%,2,2,10,100,20,1,1 in 12 chance,10,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,19.576,21.3,22.27,2,1,2,2,2,5,5,6,6,6,7,Male,33,0,1,1,10
218,6/23/19 6:42,6/23/19 6:55,0:13,1,"If you can't be there in person, send a letter.",1,1,1,5,5,5,5,5,I have carefully read and understand the instructions above.,TRUE,0,6.784,12.835,15.077,5,0,0,2.006,0,0,0,3.007,0,0,3.07,3.07,4.102,1,0,0,3.006,0,0,2.594,2.594,3.867,1,0,0,3.106,0,0,1.892,1.892,3.373,1,0,0,3.006,0,0,1.845,2.428,3.714,2,0,0,3.008,0,0,3.315,10.379,11.721,4,500,0.1,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,18,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,0,2.368,8.036,9.037,3,7,1,1,1,4,4,4,4,3,7,Male,23,1,1,1,13
219,6/23/19 6:42,6/23/19 6:57,0:15,1,"If you can't be there in person, send a letter.",1,1,1,3,3,5,2,3,I have carefully read and understand the instructions above.,FALSE,40,10.478,28.318,29.07,5,0,0,2.122,0,0,0,3.023,0,30,3.961,3.961,5.551,1,0,0,3.122,0,50,1.953,1.953,3.549,1,0,0,3.115,0,0,2.145,2.145,4.422,1,0,0,3.007,0,20,1.748,2.643,3.547,2,0,0,3.13,0,50,1.273,1.273,2.187,1,500,10,0.01,1 in 100,10%,2,2,10,100,20,5,1 in 12 chance,50,50,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,25,4.158,10.248,11.57,2,3,1,1,1,3,2,5,3,3,7,Male,31,1,1,1,10
220,6/23/19 7:16,6/23/19 7:23,0:07,1,"If you can't be there in person, send a letter.",1,1,1,6,6,7,1,5,I have carefully read and understand the instructions above.,FALSE,50,5.395,5.395,9.132,1,0,0,2.007,0,0,0,3.108,0,50,2.342,2.342,5.887,1,0,0,3.108,0,50,1.56,2.134,3.261,2,0,0,3.007,0,50,3.063,3.536,4.375,2,0,0,3.007,0,50,2.822,2.822,3.607,1,0,0,3.007,0,50,5.512,6.547,7.033,2,500,10,0.1,1 in 10,10%,2,2,10,100,20,1,1 in 12 chance,10,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,1.629,3.368,5.498,2,7,1,1,1,7,7,7,4,7,7,Male,29,1,1,1,13
221,6/23/19 7:15,6/23/19 7:23,0:08,1,"If you can't be there in person, send a letter.",6,5,6,4,1,5,4,4,I have carefully read and understand the instructions above.,FALSE,50,13.768,14.338,15.021,2,0,0,2.007,0,0,0,3.007,0,30,4.196,4.196,4.733,1,0,0,3.006,0,30,1.798,1.798,2.4,1,0,0,3.007,0,30,2.014,2.014,2.704,1,0,0,3.007,0,30,1.762,1.762,2.392,1,0,0,3.006,0,50,1.582,1.582,2.668,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,0.01,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,40,8.652,8.652,9.327,1,5,6,6,6,5,4,5,4,4,1,Male,27,0,0,1,12
222,6/23/19 7:19,6/23/19 7:26,0:07,1,"If you can't be there in person, send a letter. ",5,5,5,4,5,4,3,4,I have carefully read and understand the instructions above.,FALSE,10,7.156,7.156,8.035,1,0,0,2.005,0,0,0,3.005,0,50,5.145,5.145,5.871,1,0,0,3.006,0,50,2.108,2.108,2.81,1,0,0,3.005,0,50,1.667,1.667,2.32,1,0,0,3.005,0,50,1.661,1.661,2.327,1,0,0,3.005,0,50,1.244,1.244,1.829,1,500,0.05,0.05,1 in 10,10%,2,2,1,0.5,20,5,1 in 12 chance,90,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,2.705,2.705,3.341,1,7,4,4,4,5,5,4,3,4,7,Female,37,1,1,-1,11
223,6/23/19 7:17,6/23/19 7:27,0:10,1," if you can't be there in person, send a letter.",6,6,5,6,5,7,6,7,I have carefully read and understand the instructions above.,TRUE,70,3.307,3.307,6.366,1,0,0,2.008,0,0,0,3.107,0,40,4.685,4.685,6.202,1,0,0,3.009,0,30,2.492,2.492,4.448,1,0,0,3.007,0,10,1.76,1.76,3.398,1,0,0,3.006,0,0,1.341,1.341,3.49,1,0,0,3.01,0,30,1.415,4.065,5.93,3,48,20,605,1 in 10,10%,1,1,10,10,5,500,1 in 12 chance,80,10,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,40,1.961,9.962,10.605,5,5,6,6,7,5,5,7,7,6,6,Male,46,1,1,1,4
224,6/23/19 7:16,6/23/19 7:29,0:13,1,"If you can't be there in person, send a letter.",2,1,1,6,6,5,5,1,I have carefully read and understand the instructions above.,FALSE,30,43.876,43.876,46.259,1,0,0,2.008,0,0,0,3.007,0,50,10.662,10.662,11.864,1,0,0,3.007,0,50,21.318,21.318,22.272,1,0,0,3.107,0,50,2.634,2.634,3.497,1,0,0,3.007,0,50,1.573,1.573,2.808,1,0,0,3.008,0,50,1.687,1.687,2.812,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,1.62,3.251,5.364,2,7,2,1,1,6,6,6,4,1,7,Female,39,1,1,1,14
225,6/23/19 7:19,6/23/19 7:31,0:12,1,"If you can't be there in person, send a letter.",1,2,2,4,5,5,2,4,I have carefully read and understand the instructions above.,TRUE,50,5.561,5.561,6.353,1,0,0,2.106,0,0,0,3.005,0,40,4.207,4.207,4.972,1,2.186,2.186,3.007,1,50,1.939,1.939,2.606,1,1.246,1.246,3.006,1,40,1.399,1.399,2.199,1,0,0,3.006,0,50,1.607,2.263,3.011,2,0,0,3.006,0,40,0.997,0.997,1.638,1,500,10,0.1,1 in 10,10%,2% in ten years,1 in 50,1,10,20,0,1 in 12 chance,10,64%,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,45,3.424,3.424,4.461,1,6,1,2,2,4,4,5,4,4,5,Male,37,1,1,1,10
226,6/23/19 7:16,6/23/19 7:32,0:16,1,"If you can't be there in person, send a letter.",1,1,1,5,6,6,3,3,I have carefully read and understand the instructions above.,FALSE,10,36.295,36.295,37.811,1,0,0,2.004,0,0,0,3.004,0,10,31.015,31.015,32.384,1,0,0,3.004,0,10,4.821,4.821,5.806,1,0,0,3.004,0,20,4.161,6.032,6.875,3,0,0,3.005,0,10,2.476,3.183,4.15,2,0,0,3.006,0,10,38.022,38.022,38.832,1,500,8,0.1,1 in 10,10%,2,2 in 100,10,100,20,0.05,1 in 12 chance,10,7,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,12,2.661,25.153,26.005,3,6,1,1,1,6,6,6,5,4,7,Female,46,1,1,1,11
227,6/23/19 7:48,6/23/19 7:56,0:08,1,"If you can't be there in person, send a letter.",4,5,4,4,6,4,1,4,I have carefully read and understand the instructions above.,FALSE,10,10.658,10.658,11.443,1,0,0,2.107,0,0,0,3.007,0,0,2.456,2.456,8.088,1,0,0,3.107,0,0,1.249,1.249,2.566,1,0,0,3.005,0,0,0.877,0.877,2.138,1,0,0,3.107,0,0,0.611,1.033,1.872,2,0,0,3.006,0,0,0.668,0.668,2.186,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,0,1.58,1.58,3.966,1,7,4,4,4,4,6,2,2,4,6,Female,28,1,1,0,13
228,6/23/19 7:51,6/23/19 8:00,0:09,1,"If you can't be there in person, send a letter.",3,3,3,6,7,7,6,5,I have carefully read and understand the instructions above.,FALSE,30,4.313,4.313,5.087,1,0,0,2.112,0,0,0,3.107,0,30,4.6,4.6,5.431,1,0,0,3.007,0,40,2.24,2.24,3.058,1,0,0,3.109,0,40,1.978,1.978,2.827,1,0,0,3.006,0,50,0.862,1.461,2.331,2,0,0,3.008,0,40,0.896,1.445,2.216,2,500,10,0.01,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,9,64,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,41,1.544,6.021,6.936,2,5,3,3,3,6,7,7,7,6,5,Female,37,1,1,1,12
229,6/23/19 7:48,6/23/19 8:00,0:12,1,"If you can't be there in person, send a letter.",1,1,1,6,6,6,5,6,I have carefully read and understand the instructions above.,FALSE,0,7.797,8.791,10.334,2,0,0,2.008,0,0,0,3.006,0,10,5.962,5.962,8.025,1,0,0,3.109,0,10,3.044,3.044,4.83,1,0,0,3.009,0,10,2.761,2.761,4.547,1,0,0,3.008,0,20,3.701,3.701,6.901,1,0,0,3.007,0,10,1.949,1.949,3.552,1,500,10,0.05,1 in 10,10%,2,2,10,1,20,1,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,12,8.471,10.544,14.829,2,7,1,1,1,6,7,6,6,6,7,Female,66,1,1,-1,10
230,6/23/19 7:49,6/23/19 8:02,0:13,1,"regular old put-a-stamp-on-it mail mail. If you can't be there in person, send a letter. And if you have trouble finding the time, let us help you!",3,,3,6,6,6,6,5,I have carefully read and understand the instructions above.,TRUE,20,7.328,7.328,9.992,1,0,0,2.008,0,0,0,3.008,0,10,5.427,5.427,6.529,1,0,0,3.106,0,40,2.82,2.82,4.22,1,0,0,3.012,0,50,1.502,1.502,2.942,1,0,0,3.008,0,50,1.724,1.724,2.796,1,0,0,3.119,0,50,1.207,1.207,2.439,1,250,1,10,1 in 10,10%,2,20,1,10,20,5,1 in 12 chance,10,16,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,40,6.241,13.825,15.277,2,4,2,2,2,6,6,7,6,6,7,Female,34,1,1,0,7
231,6/23/19 8:00,6/23/19 8:08,0:08,1,"If you can't be there in person, send a letter.",3,1,2,2,4,4,5,4,I have carefully read and understand the instructions above.,TRUE,50,4.277,6.666,7.624,2,0,0,2.015,0,0,0,3.111,0,50,3.001,3.001,3.931,1,0,0,3.01,0,50,2.08,2.08,3.001,1,0,0,3.011,0,50,10.027,10.027,10.982,1,0,0,3.112,0,50,82.743,82.743,83.711,1,0,0,3.015,0,50,1.685,1.685,2.638,1,500,10,0.001,1 in 10,10%,2,2 in 100,10,100,20,5,1 in 12 chance,9,64,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,50,1.344,1.344,2.547,1,7,2,2,2,5,5,5,4,4,5,Male,29,1,1,1,13
232,6/23/19 7:54,6/23/19 8:13,0:19,1,"If you can't be there in person, send a letter.",1,1,1,7,7,6,2,6,I have carefully read and understand the instructions above.,FALSE,10,13.847,13.847,22.542,1,0,0,2.116,0,0,0,3.78,0,20,9.548,9.548,10.668,1,0,0,3.009,0,10,2.278,2.278,16.101,1,0,0,3.109,0,30,4.844,4.844,6.168,1,0,0,3.008,0,10,5.622,5.622,6.74,1,0,0,3.011,0,20,4.593,4.593,5.924,1,500,10,10,1 in 10,10%,1% in five years,1 in 100 in five years,10,100,20,1,1 in 12 chance,90,18,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,16,2.209,12.025,20.17,6,6,1,1,1,7,7,6,1,6,7,Male,42,1,1,1,11
233,6/23/19 7:57,6/23/19 8:13,0:16,1,"If you can't be there in person,send a letter.",2,2,6,6,7,6,7,6,I have carefully read and understand the instructions above.,TRUE,70,3.025,5.344,15.311,2,0,0,2.105,0,0,0,3.109,0,60,3.764,5.453,6.641,2,0,0,3.009,0,60,2.367,3.703,4.426,3,0,0,3.005,0,60,4.753,4.753,6.247,1,0,0,3.106,0,50,15.788,15.788,18.063,1,0,0,3.006,0,60,19.091,19.091,21.057,1,100,10,100,1 in 1000,10%,2,2,10,100,50,5,1 in 12 chance,90,14,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall keeping,73,1.646,4.847,5.233,4,6,2,2,7,7,6,5,6,7,6,Female,30,1,1,1,9
234,6/23/19 8:03,6/23/19 8:16,0:13,1,"If you can't be there in person, send a letter.",1,1,1,4,4,3,2,3,I have carefully read and understand the instructions above.,FALSE,10,5.759,5.759,6.444,1,0,0,2.009,0,0,0,3.006,0,50,3.406,3.902,4.672,2,0,0,3.008,0,50,2.386,2.386,3.001,1,0,0,3.007,0,50,5.655,5.655,6.273,1,0,0,3.107,0,50,164.46,164.755,165.745,2,0,0,3.007,0,50,1.059,1.059,1.853,1,500,10,0.1,1 in 10,10%,2,2 in 100,10,100,20,5,1 in 12 chance,55,64,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,50,1.792,1.792,2.798,1,4,1,1,1,4,4,4,2,4,4,Female,26,1,1,1,13
235,6/23/19 8:22,6/23/19 8:29,0:07,1,"If you can't be there in person, send a letter.",1,1,1,4,4,4,2,2,I have carefully read and understand the instructions above.,FALSE,40,13.813,13.813,14.894,1,0,0,2.006,0,0,0,3.106,0,0,3.205,3.205,3.816,1,0,0,3.007,0,0,15.505,15.505,16.179,1,0,0,3.198,0,0,0.632,1.271,1.635,2,0,0,3.005,0,0,0.636,0.636,1.312,1,0,0,3.005,0,0,0.462,1.453,2.321,3,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,0,4.124,4.124,5.534,1,7,1,1,1,5,5,5,3,5,7,Female,24,1,1,0,13
